"Campaign Name","Ad Set Name","Ad Name","Time of Day (Viewer's Time Zone)",Day,Reach,Impressions,Frequency,"Result Type",Results,"Amount Spent (INR)","Cost per Result",Starts,Ends,"Result Rate","Clicks (All)","CTR (All)","CPM (Cost per 1,000 Impressions)","Reporting Starts","Reporting Ends"
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"14:00:00 - 14:59:59",2020-10-06,690,698,1.0115942028986,,,63.56,,2020-10-01,Ongoing,,5,0.71633238,91.06017192,2020-10-06,2020-10-06
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"07:00:00 - 07:59:59",2020-10-06,639,648,1.0140845070423,,,61.89,,2020-10-01,Ongoing,,7,1.08024691,95.50925926,2020-10-06,2020-10-06
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"22:00:00 - 22:59:59",2020-10-06,619,619,1,"On-Facebook Leads",1,57.69,57.69,2020-10-01,Ongoing,0.16155088852989,8,1.29240711,93.19870759,2020-10-06,2020-10-06
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"15:00:00 - 15:59:59",2020-10-06,611,619,1.013093289689,"On-Facebook Leads",1,52.61,52.61,2020-10-01,Ongoing,0.16155088852989,11,1.77705977,84.99192246,2020-10-06,2020-10-06
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"15:00:00 - 15:59:59",2020-10-05,559,562,1.005366726297,,,53.062768227468,,2020-10-01,Ongoing,,5,0.88967972,94.41773706,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"21:00:00 - 21:59:59",2020-10-05,1148,1149,1.0008710801394,,,89.334660493022,,2020-10-01,Ongoing,,19,1.65361184,77.7499221,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"20:00:00 - 20:59:59",2020-10-05,1043,1047,1.0038350910834,,,87.424560845181,,2020-10-01,Ongoing,,13,1.24164279,83.50005811,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"22:00:00 - 22:59:59",2020-10-05,838,859,1.0250596658711,"On-Facebook Leads",2,64.313355158471,32.156677579236,2020-10-01,Ongoing,0.23282887077998,24,2.79394645,74.87002929,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"18:00:00 - 18:59:59",2020-10-05,763,781,1.0235910878113,"On-Facebook Leads",1,62.313250815182,62.313250815182,2020-10-01,Ongoing,0.1280409731114,17,2.17669654,79.78649272,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"17:00:00 - 17:59:59",2020-10-05,759,763,1.0052700922266,,,67.27350958654,,2020-10-01,Ongoing,,5,0.65530799,88.16973733,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"16:00:00 - 16:59:59",2020-10-05,740,740,1,,,62.163242989435,,2020-10-01,Ongoing,,14,1.89189189,84.00438242,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"19:00:00 - 19:59:59",2020-10-05,643,644,1.0015552099533,"On-Facebook Leads",1,53.822807877918,53.822807877918,2020-10-01,Ongoing,0.15527950310559,10,1.55279503,83.57578863,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"09:00:00 - 09:59:59",2020-10-05,617,617,1,,,50.582638841789,,2020-10-01,Ongoing,,7,1.13452188,81.98158645,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"06:00:00 - 06:59:59",2020-10-05,587,593,1.0102214650767,,,53.662799530455,,2020-10-01,Ongoing,,7,1.18043845,90.49375975,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"10:00:00 - 10:59:59",2020-10-05,582,582,1,,,61.403203338985,,2020-10-01,Ongoing,,5,0.85910653,105.50378581,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"11:00:00 - 11:59:59",2020-10-05,553,564,1.0198915009042,,,45.432370157819,,2020-10-01,Ongoing,,7,1.24113475,80.5538478,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"12:00:00 - 12:59:59",2020-10-05,521,529,1.0153550863724,,,45.572377461849,,2020-10-01,Ongoing,,3,0.56710775,86.14816155,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"13:00:00 - 13:59:59",2020-10-05,392,394,1.0051020408163,,,39.852079040042,,2020-10-01,Ongoing,,4,1.01522843,101.14740873,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"02:00:00 - 02:59:59",2020-10-05,139,139,1,,,13.780718925264,,2020-10-01,Ongoing,,2,1.43884892,99.14186277,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"01:00:00 - 01:59:59",2020-10-05,168,168,1,,,16.38085457154,,2020-10-01,Ongoing,,5,2.97619048,97.50508674,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"04:00:00 - 04:59:59",2020-10-05,218,219,1.0045871559633,"On-Facebook Leads",1,21.861140472153,21.861140472153,2020-10-01,Ongoing,0.45662100456621,5,2.28310502,99.82255923,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"00:00:00 - 00:59:59",2020-10-05,241,244,1.0124481327801,,,21.191105517151,,2020-10-01,Ongoing,,3,1.2295082,86.8487931,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"03:00:00 - 03:59:59",2020-10-05,146,146,1,,,17.610918742663,,2020-10-01,Ongoing,,3,2.05479452,120.62273111,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"14:00:00 - 14:59:59",2020-10-05,406,412,1.0147783251232,,,32.161677840094,,2020-10-01,Ongoing,,3,0.72815534,78.06232485,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"08:00:00 - 08:59:59",2020-10-05,464,473,1.0193965517241,,,50.062611712534,,2020-10-01,Ongoing,,8,1.69133192,105.84061673,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"05:00:00 - 05:59:59",2020-10-05,485,485,1,"On-Facebook Leads",1,48.092508934394,48.092508934394,2020-10-01,Ongoing,0.20618556701031,12,2.4742268,99.15981224,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"07:00:00 - 07:59:59",2020-10-05,517,517,1,"On-Facebook Leads",1,48.922552236859,48.922552236859,2020-10-01,Ongoing,0.19342359767892,9,1.74081238,94.62776061,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"23:00:00 - 23:59:59",2020-10-05,524,524,1,,,43.832286683188,,2020-10-01,Ongoing,,7,1.33587786,83.64940207,2020-10-05,2020-10-05
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"22:00:00 - 22:59:59",2020-10-04,684,684,1,"On-Facebook Leads",1,64.65,64.65,2020-10-01,Ongoing,0.14619883040936,17,2.48538012,94.51754386,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"20:00:00 - 20:59:59",2020-10-04,1017,1017,1,"On-Facebook Leads",2,85.04,42.52,2020-10-01,Ongoing,0.19665683382498,20,1.96656834,83.61848574,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"21:00:00 - 21:59:59",2020-10-04,935,935,1,,,79.39,,2020-10-01,Ongoing,,14,1.4973262,84.90909091,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"13:00:00 - 13:59:59",2020-10-04,878,896,1.0205011389522,,,66.06,,2020-10-01,Ongoing,,20,2.23214286,73.72767857,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"12:00:00 - 12:59:59",2020-10-04,860,870,1.0116279069767,,,71.53,,2020-10-01,Ongoing,,8,0.91954023,82.2183908,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"15:00:00 - 15:59:59",2020-10-04,779,783,1.00513478819,"On-Facebook Leads",2,69.95,34.975,2020-10-01,Ongoing,0.25542784163474,23,2.93742018,89.33588761,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"10:00:00 - 10:59:59",2020-10-04,750,765,1.02,,,65.57,,2020-10-01,Ongoing,,12,1.56862745,85.7124183,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"16:00:00 - 16:59:59",2020-10-04,753,756,1.003984063745,"On-Facebook Leads",1,60.12,60.12,2020-10-01,Ongoing,0.13227513227513,17,2.24867725,79.52380952,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"14:00:00 - 14:59:59",2020-10-04,744,748,1.005376344086,"On-Facebook Leads",2,61.89,30.945,2020-10-01,Ongoing,0.26737967914438,18,2.40641711,82.74064171,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"19:00:00 - 19:59:59",2020-10-04,717,731,1.0195258019526,"On-Facebook Leads",1,59.02,59.02,2020-10-01,Ongoing,0.13679890560876,10,1.36798906,80.73871409,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"11:00:00 - 11:59:59",2020-10-04,703,714,1.0156472261735,"On-Facebook Leads",1,57.59,57.59,2020-10-01,Ongoing,0.14005602240896,20,2.80112045,80.65826331,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"08:00:00 - 08:59:59",2020-10-04,470,471,1.0021276595745,,,46.74,,2020-10-01,Ongoing,,9,1.91082803,99.23566879,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"17:00:00 - 17:59:59",2020-10-04,651,651,1,,,55.68,,2020-10-01,Ongoing,,3,0.46082949,85.52995392,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"07:00:00 - 07:59:59",2020-10-04,648,648,1,"On-Facebook Leads",1,58.21,58.21,2020-10-01,Ongoing,0.15432098765432,10,1.54320988,89.83024691,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"06:00:00 - 06:59:59",2020-10-04,569,585,1.0281195079086,"On-Facebook Leads",1,65.96,65.96,2020-10-01,Ongoing,0.17094017094017,13,2.22222222,112.75213675,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"09:00:00 - 09:59:59",2020-10-04,563,563,1,,,49.79,,2020-10-01,Ongoing,,8,1.42095915,88.43694494,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"23:00:00 - 23:59:59",2020-10-04,509,509,1,"On-Facebook Leads",1,44.58,44.58,2020-10-01,Ongoing,0.19646365422397,14,2.75049116,87.58349705,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"05:00:00 - 05:59:59",2020-10-04,382,382,1,"On-Facebook Leads",1,40.76,40.76,2020-10-01,Ongoing,0.26178010471204,7,1.83246073,106.70157068,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"00:00:00 - 00:59:59",2020-10-04,341,345,1.0117302052786,"On-Facebook Leads",1,33.55,33.55,2020-10-01,Ongoing,0.28985507246377,11,3.1884058,97.24637681,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"18:00:00 - 18:59:59",2020-10-04,197,197,1,,,18.65,,2020-10-01,Ongoing,,1,0.50761421,94.67005076,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"04:00:00 - 04:59:59",2020-10-04,168,168,1,,,23.52,,2020-10-01,Ongoing,,5,2.97619048,140,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"01:00:00 - 01:59:59",2020-10-04,161,162,1.0062111801242,,,16.42,,2020-10-01,Ongoing,,1,0.61728395,101.35802469,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"03:00:00 - 03:59:59",2020-10-04,137,138,1.007299270073,,,12.44,,2020-10-01,Ongoing,,2,1.44927536,90.14492754,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"02:00:00 - 02:59:59",2020-10-04,105,106,1.0095238095238,,,7.82,,2020-10-01,Ongoing,,2,1.88679245,73.77358491,2020-10-04,2020-10-04
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"01:00:00 - 01:59:59",2020-10-03,141,141,1,,,13.56,,2020-10-01,Ongoing,,0,0,96.17021277,2020-10-03,2020-10-03
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"11:00:00 - 11:59:59",2020-10-03,37,37,1,,,3.27,,2020-10-01,Ongoing,,1,2.7027027,88.37837838,2020-10-03,2020-10-03
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"02:00:00 - 02:59:59",2020-10-03,115,116,1.0086956521739,,,10.3,,2020-10-01,Ongoing,,4,3.44827586,88.79310345,2020-10-03,2020-10-03
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"13:00:00 - 13:59:59",2020-10-03,157,157,1,,,16.22,,2020-10-01,Ongoing,,4,2.5477707,103.31210191,2020-10-03,2020-10-03
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"04:00:00 - 04:59:59",2020-10-03,143,143,1,"On-Facebook Leads",1,11.94,11.94,2020-10-01,Ongoing,0.6993006993007,5,3.4965035,83.4965035,2020-10-03,2020-10-03
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"18:00:00 - 18:59:59",2020-10-03,628,637,1.0143312101911,"On-Facebook Leads",1,48.34,48.34,2020-10-01,Ongoing,0.15698587127159,13,2.04081633,75.88697017,2020-10-03,2020-10-03
"UCMAS Online Classes Ghana 01st Oct 2020","W + Parents + Intersts",Image,"03:00:00 - 03:59:59",2020-10-03,144,145,1.0069444444444,,,16.02,,2020-10-01,Ongoing,,9,6.20689655,110.48275862,2020-10-03,2020-10-03
